Name,Code,Industry,myOpinion,Price,Change,Change%,Volume,PE,PB,"Market cap",Revenue,Profit,NetMargin,ROE,1M,3M,1Y,3Y,5Y,10Y
"Khadim India",24024,"consumer Goods",,703.85," -30.45 "," -4.15% ","5,857",34.01,4.68,"1,288.01",763.82,37.87,4.90,16.77,-5.86,-6.32,-,-,-,-
"KIC Metaliks",1972,mines/Mineral,,400.00," 11.95 "," 3.08% ",202,15.01,3.34,266.22,648.72,17.74,2.72,7.83,-4.37,48.59,166.15,44.30,-,31.02
"Kirloskar Ferrous Inds.",2095,mines/Mineral,YES,97.00," 1.80 "," 1.89% ","28,973",27.91,2.19,"1,318.16","1,832.25",47.23,2.57,6.48,9.17,5.78,24.53,25.20,40.86,15.74
"Kirloskar Oil Engines",21091,Engineering,,223.75," 3.20 "," 1.45% ","27,845",19.93,1.93,"3,253.81","2,942.61",163.30,5.43,8.96,-13.59,-19.29,-38.73,-8.31,7.95,-
"Kirloskar Pneumatic",2099,Engineering,YES,176.10," 4.60 "," 2.68% ","8,823",20.88,0.49,"1,136.72",648.13,54.43,8.21,11.35,-5.44,-3.48,-8.51,19.48,19.08,9.28
"Kitex Garments",2102,Manufacturing,,112.90," 0.30 "," 0.27% ","50,470",10.74,1.42,758.43,549.95,70.64,12.58,14.85,-7.65,-29.16,-46.80,-41.91,21.43,40.87
"KNR Constructions",18249,"Real Estate",YES,199.65," -7.90 "," -3.81% ","120,534",10.03,2.27,"2,793.36","2,007.27",278.51,13.57,24.59,-11.61,-14.45,-1.89,22.60,80.64,32.90
"Kohinoor Foods",3481,"Consumer Goods",,33.55," 1.05 "," 3.23% ","384,008",-,-1.15,118.76,614.97,-106.44,-17.21,0.00,-12.26,-28.36,-52.61,-9.66,-0.37,-12.50
"Kolte Patil Developers",18063,"Real Estate",YES,248.45," -0.50 "," -0.20% ","47,605",13.83,1.78,"1,884.00","1,545.46",204.44,13.10,10.32,-13.24,-1.78,33.20,15.55,31.20,17.20
"Kotak Mahindra Bank",2118,Bank/Finance,YES,"1,169.40"," -13.95 "," -1.18% ","2,446,177",34.77,4.30,"223,496.74","26,099.30","13,064.44",0.00,2.00,-5.67,-10.89,18.39,21.78,27.23,23.12
"Kothari Products",2123,"Consumer Goods",,104.05," -0.70 "," -0.67% ","1,788",7.98,0.36,316.34,"4,043.35",39.65,0.98,5.88,-9.74,-17.94,-42.96,-11.53,8.70,0.97
"KPIT Technologies",5971,IT,YES,247.55," -20.05 "," -7.49% ","15,024,710",17.75,2.59,"4,879.21","3,809.06",288.65,7.48,15.56,-7.87,-2.51,130.09,34.32,14.75,29.18
"KPR Mills",17606,Manufacturing,YES,647.55," -0.05 "," -0.01% ","16,726",15.58,3.01,"4,650.06","3,178.37",298.55,9.36,20.34,-2.68,-2.26,-13.88,18.58,59.82,31.32
KRBL,2075,"Consumer Goods",YES,354.60," 5.55 "," 1.59% ","103,880",19.70,3.48,"8,305.73","3,118.50",421.59,13.47,20.71,-10.48,-6.77,-25.74,29.78,70.43,41.52
KSE,1962,"Consumer Goods",YES,"2,545.00"," 49.30 "," 1.98% ","1,195",10.67,5.05,800.00,"1,333.69",74.98,5.60,60.44,-6.30,-23.38,84.13,55.88,66.88,34.78
"Kwality Ltd.",2157,"Consumer Goods",,14.65," -0.75 "," -4.87% ","258,805",8.01,0.32,354.79,"6,415.38",44.28,0.69,7.87,-40.00,-40.23,-85.31,-40.82,-8.58,26.61
"L and T Finance Holdings",21427,Bank/Finance,YES,132.15," 0.05 "," 0.04% ","14,332,293",15.45,1.99,"26,091.46","10,803.37","1,695.81",14.99,14.43,-26.83,-15.70,-31.45,26.23,14.83,-
"L and T Infotech",23456,IT,,"1,872.35"," -9.15 "," -0.49% ","194,312",26.71,7.86,"32,216.72","7,791.50","1,206.40",14.69,33.05,2.23,13.20,142.23,-,-,-
"L and T Technology Services",23518,IT,,"1,728.00"," 32.90 "," 1.94% ","142,492",29.27,8.51,"17,714.45","4,076.70",606.70,13.97,30.36,6.41,30.81,117.84,-,-,-
"La Opala RG",2167,General,YES,230.40," 10.20 "," 4.63% ","24,867",33.60,4.88,"2,530.80",266.94,75.32,27.07,15.65,-8.65,-11.83,-8.21,-8.20,35.25,56.84
"Lakshmi Machine Works",2182,Engineering,Explore,"6,688.85"," 158.50 "," 2.43% ","5,019",33.92,4.09,"7,241.92","2,498.77",213.48,8.15,12.99,-9.00,-17.07,15.76,23.71,26.10,21.14
"Lakshmi Vilas Bank",5006,Bank/Finance,,87.05," -0.20 "," -0.23% ","1,176,078",-,1.09,"2,218.82","2,998.66",703.08,1.48,-1.55,-8.92,-23.23,-36.44,4.65,15.25,5.59
"Larsen  and  Toubro",2192,Engineering,YES,"1,332.65"," 13.60 "," 1.03% ","2,846,089",24.22,3.29,"186,310.06","124,155.76","8,587.82",6.85,16.04,-1.78,4.01,13.20,10.58,18.92,8.75
"Laurus Labs",23623,Pharma,,435.10," 2.25 "," 0.52% ","40,186",31.95,3.10,"4,640.64","2,116.80",145.26,6.78,11.97,-1.97,-8.05,-17.39,-,-,-
"Lemon Tree Hotels",24290,Services,,72.55," 0.75 "," 1.04% ","159,136",400.34,3.81,"5,688.33",-,-,-,2.28,-8.77,-2.25,-,-,-,-
"LG Balakrishnan  and  Bros.",2159,Engineering,,423.85," -19.70 "," -4.44% ","28,219",14.88,2.25,"1,340.46","1,387.59",90.10,6.47,16.01,-15.07,-19.08,25.95,26.39,-,30.84
"Liberty Shoes",2211,General,,172.55," 3.70 "," 2.19% ","101,344",37.09,1.69,288.83,568.24,7.79,1.37,4.00,-22.76,-13.39,-37.73,-5.36,16.13,10.25
"LIC Housing Fin.",2160,Bank/Finance,YES,433.00," -3.45 "," -0.79% ","1,752,049",10.47,1.65,"21,846.86","15,345.41","2,087.47",13.49,16.80,-23.85,-10.97,-29.80,0.80,17.05,22.26
"Linde India",397,General,,424.65," 4.30 "," 1.02% ","60,458",131.15,2.55,"3,590.47","2,102.32",27.38,1.29,0.69,2.14,-8.71,10.62,11.51,9.16,10.48
"LT Foods",17056,"Consumer Goods",YES,46.60," 4.65 "," 11.08% ","2,132,362",10.67,1.22,"1,484.08","3,704.67",151.96,4.06,15.88,-25.22,-31.00,-32.50,30.35,42.13,22.92
"Lumax Auto Technologies",17083,Auto,YES,179.95," -0.10 "," -0.06% ","38,803",21.08,2.58,"1,214.91","1,209.41",66.78,5.45,14.03,-11.63,25.25,72.53,54.51,56.25,38.66
Lupin,2240,Pharma,,891.75," 9.20 "," 1.04% ","2,762,045",420.72,2.98,"40,372.09","15,817.34",98.04,0.60,1.91,-2.92,-3.65,-11.16,-23.75,0.52,19.92
"Lux Industries",23211,Manufacturing,,"1,716.40"," 10.70 "," 0.63% ","59,997",53.41,12.96,"4,395.66","1,139.99",82.29,7.20,24.73,-1.41,-7.37,50.49,-,-,-
"M and M Financial Services",5039,Bank/Finance,YES,421.90," 7.80 "," 1.88% ","1,950,583",23.38,2.73,"26,036.03","7,480.57","1,113.55",14.76,12.50,-10.71,-14.40,2.55,22.07,9.38,23.30
"Magma Fincorp",6456,Bank/Finance,YES,128.35," 7.10 "," 5.86% ","154,008",13.18,1.16,"3,339.16","2,279.24",245.51,10.51,10.27,-12.80,-25.74,-25.24,12.66,13.46,8.09
"Mahanagar Gas",23409,"Oil and Gas",YES,831.00," 8.60 "," 1.05% ","257,466",16.96,3.68,"8,174.36","2,546.34",481.86,18.48,24.29,-2.57,-0.27,-23.67,-,-,-
"Maharashtra Seamless",2313,Mines/Mineral,YES,445.20," 3.20 "," 0.72% ","32,422",11.46,0.98,"2,996.56","2,286.40",261.52,11.03,7.32,-10.66,-0.46,11.35,44.43,19.54,4.33
"Mahindra  and  Mahindra",2321,Auto,YES,893.35," 0.35 "," 0.04% ","2,357,565",23.05,3.55,"111,271.91","50,587.64","4,827.53",9.34,20.74,-7.78,-1.39,41.75,13.49,16.00,20.35
"Mahindra CIE Automotive",16732,Auto,,269.80," 6.25 "," 2.37% ","193,844",86.02,2.82,"10,101.62","2,307.67",117.43,5.05,10.29,2.48,2.01,13.02,1.15,32.08,7.14
"Mahindra Holidays  and  Resorts",20333,Services,,226.90," -0.75 "," -0.33% ","49,479",26.22,3.90,"3,035.01","1,041.58",115.75,10.79,20.32,-11.99,-26.93,-32.97,3.65,9.19,-
"Mahindra Logistics",24011,Services,,543.20," 9.30 "," 1.74% ","6,931",52.43,8.65,"3,838.11","3,491.83",74.47,2.13,17.01,-5.03,-10.30,-,-,-,-
Majesco,22971,IT,,484.05," 15.80 "," 3.37% ","48,736",65.19,2.65,"1,365.77",852.45,22.76,2.62,0.73,-6.41,1.56,15.40,13.91,-,-
"Manappuram Finance",7106,Bank/Finance,YES,79.50," 0.90 "," 1.15% ","2,348,101",9.38,1.66,"6,700.34","3,528.43",716.02,20.06,18.57,-21.64,-23.47,-18.50,51.38,39.36,27.33
MRPL,2346,"Oil and Gas",YES,75.10," 2.30 "," 3.16% ","1,280,041",5.59,1.15,"13,153.25","65,171.72","2,351.87",3.59,17.97,-11.81,-19.47,-40.93,11.92,16.71,3.17
"Manpasand Beverages",22975,"Consumer Goods",,115.70," 5.20 "," 4.71% ","436,939",13.28,1.04,"1,328.91",988.35,100.07,9.87,8.33,-10.31,-28.92,-77.17,-18.73,-,-
Marico,2370,"Consumer Goods",Explore,339.70," 8.05 "," 2.43% ","2,638,508",52.05,15.63,"43,631.22","6,667.50",851.46,12.61,34.12,-12.42,0.14,4.31,18.78,24.50,27.23
"Marksans Pharma",3996,Pharma,,31.85," -0.20 "," -0.62% ","5,104,575",30.69,2.67,"1,324.13",926.81,46.26,4.97,7.92,-14.00,9.98,-26.30,-32.21,32.94,8.95
"Maruti Suzuki India",6442,Auto,YES,"7,842.55"," -156.90 "," -1.96% ","754,963",29.13,5.42,"237,132.85","84,676.40","8,140.70",9.43,19.38,-12.71,-9.02,0.43,20.51,41.82,27.47
"Mas Financial Services",21437,Bank/Finance,YES,541.70," 0.15 "," 0.03% ","15,044",26.61,3.96,"2,947.92",452.57,110.79,24.39,21.12,-2.90,-8.41,-,-,-,-
Mastek,2385,IT,YES,522.20," 4.55 "," 0.88% ","195,022",15.72,2.18,"1,222.47",869.72,77.76,8.67,13.99,-3.63,-0.38,85.40,46.98,32.58,4.57
"Max Financial Services",2390,Bank/Finance,YES,443.15," -3.30 "," -0.74% ","650,655",89.53,5.76,"11,808.95",266.07,131.90,49.44,18.27,-4.95,-1.49,-27.97,-4.06,19.19,9.80
"Max India",23254,General,,81.85," -0.25 "," -0.30% ","113,600",349.12,1.34,"2,206.42",64.98,6.32,9.71,-4.81,-5.58,7.25,-40.23,-,-,-
"Mayur Uniquoters",2401,Manufacturing,YES,369.75," 2.35 "," 0.64% ","22,199",17.74,3.48,"1,668.06",552.50,94.02,16.49,23.17,-10.43,-12.62,1.35,-3.32,25.29,55.17
"Mayur Uniquoters",2401,manufacturing,YES,369.75," 2.35 "," 0.64% ","22,199",17.74,3.48,"1,668.06",552.50,94.02,16.49,23.17,-10.43,-12.62,1.35,-3.32,25.29,55.17
"Mcleod Russel",2408,General,,150.45," -0.10 "," -0.07% ","108,890",22.41,1.10,"1,578.37","1,625.88",70.43,3.59,12.73,13.62,-0.86,-4.41,0.24,-10.11,5.39
"Meghmani Organics",17388,Chemicals,YES,80.75," -0.65 "," -0.80% ","810,769",10.19,2.17,"2,059.95","1,858.59",271.68,14.31,29.95,-11.57,0.49,8.32,63.13,81.73,17.80
Mercator,2426,Services,,17.80," -0.30 "," -1.66% ","336,779",-,0.60,541.40,890.33,-295.40,-31.97,-28.55,-15.02,-23.47,-51.15,-7.39,6.79,-11.43
Merck,6867,Pharma,Explore,"2,680.60"," -42.45 "," -1.56% ","22,828",38.93,5.77,"4,456.93","1,138.31",129.98,9.86,13.44,-15.75,9.27,165.08,53.14,37.52,23.89
"Minda Corporation",21701,Auto,,146.70," -1.00 "," -0.68% ","91,716",21.25,3.08,"3,319.72","2,789.97",144.05,5.13,18.95,-4.46,-11.66,17.88,25.63,-,-
"Minda Industries",15853,Auto,Explore,367.85," 9.90 "," 2.77% ","752,778",29.08,6.43,"9,665.32","4,955.21",342.95,6.88,28.69,-10.01,-14.47,29.99,117.94,107.11,34.26
MindTree,17165,IT,Explore,"1,073.60"," -13.25 "," -1.22% ","998,236",28.96,6.12,"17,568.26","5,812.80",606.60,10.17,21.54,7.26,14.02,133.71,11.66,29.39,29.99
"Mirza International",2466,"Consumer Goods",,88.40," 0.95 "," 1.09% ","105,465",13.99,1.80,"1,064.11",981.85,76.08,7.75,14.61,-14.48,-22.46,-45.67,-6.79,33.98,21.62
"MM Forgings",2254,Mines/Mineral,YES,601.85," 18.50 "," 3.17% ","8,084",19.61,3.68,"1,470.17",693.99,74.98,10.64,25.99,-4.98,-15.03,81.71,29.59,69.65,29.69
MMTC,2256,General,,29.25," -0.30 "," -1.02% ","928,101",107.38,2.89,"4,365.00","15,218.78",40.65,0.27,2.18,-7.97,-18.19,-21.81,1.65,-2.50,-27.22
"Moil Ltd.",21084,Mines/Mineral,YES,173.75," -0.20 "," -0.12% ","205,130",10.27,1.54,"4,493.99","1,297.59",437.70,29.56,14.23,-0.17,-1.72,-9.84,19.80,11.28,-
"Mold-Tek Packaging",20747,General,,323.50," 7.35 "," 2.32% ","38,181",30.71,4.88,888.47,360.78,28.93,7.99,17.05,1.07,2.57,12.48,43.38,78.93,-
"Monsanto India",2506,Chemicals,YES,"2,838.00"," -44.40 "," -1.54% ","3,550",27.79,6.96,"4,894.16",697.23,176.11,24.68,28.17,-0.37,0.78,15.81,6.64,36.90,14.57
"Morganite Crucible India",1360,general,YES,"1,963.50"," 93.50 "," 5.00% ",507,33.72,5.44,526.40,104.18,15.61,14.39,16.27,-1.02,38.72,82.51,60.86,53.52,40.05
"Motherson Sumi Systems",2519,Auto,Explore,257.90," -6.05 "," -2.29% ","11,803,920",30.53,5.14,"53,790.15","58,012.44","2,392.38",4.11,23.37,-12.06,-8.26,-21.03,16.38,31.21,30.96
"Motilal Oswal Financial",17686,Bank/Finance,YES,706.10," -17.15 "," -2.37% ","89,417",18.86,4.37,"10,247.69","2,831.65",546.44,19.21,27.93,-13.94,-9.75,-40.20,33.08,58.92,21.38
Mphasis,6481,IT,YES,"1,180.45"," -8.65 "," -0.73% ","423,917",25.11,4.00,"22,818.23","6,830.09",908.62,13.00,14.46,-5.30,9.13,95.27,42.95,22.28,19.96
MPS,5024,General,YES,535.60," -13.05 "," -2.38% ","3,527",15.34,2.30,997.49,272.26,65.04,22.32,18.32,4.86,-2.02,-4.34,-11.02,37.12,15.45
MRF,2261,Auto,YES,"66,318.55"," 537.90 "," 0.82% ","4,318",22.50,2.84,"28,051.83","15,110.86","1,246.49",8.12,12.31,-11.20,-12.51,4.88,16.79,38.64,35.59
"Munjal Auto Inds.",7217,Auto,YES,58.45," -0.45 "," -0.76% ","41,684",14.93,2.03,591.00,"1,066.15",39.57,3.70,15.53,-2.94,-4.95,-12.05,18.50,32.47,28.25
"Munjal Showa",2546,Auto,,204.45," 0.40 "," 0.20% ","45,728",10.51,1.38,811.90,"1,628.74",77.23,4.68,14.32,-5.27,-14.32,-18.85,5.65,27.93,20.10
"Music Broadcast",22898,Services,,313.50," 0.25 "," 0.08% ","32,516",32.41,2.97,"1,762.29",303.61,54.37,16.95,9.01,-6.34,1.06,-19.97,-,-,-
"Muthoot Capital Services",5093,Bank/Finance,YES,884.90," 27.10 "," 3.16% ","68,911",21.23,3.49,"1,448.37",442.70,68.23,15.40,18.77,-13.10,-20.37,58.85,88.59,66.29,39.65
"Muthoot Finance",16822,Bank/Finance,YES,432.70," 5.05 "," 1.18% ","1,234,890",9.25,2.09,"17,209.11","6,392.46","1,860.75",28.73,25.09,4.97,12.27,-10.27,39.13,34.41,-
"NACL Industries",2582,Chemicals,Explore,29.55," 1.10 "," 3.87% ","12,041",46.63,1.97,465.80,901.86,9.99,1.09,4.54,-22.49,3.21,-27.90,17.46,48.39,14.57
"Nandan Denim",16002,Manufacturing,,75.55," 0.75 "," 1.00% ","23,651",10.05,0.75,360.37,"1,522.29",35.86,2.33,15.45,2.89,-12.62,-48.09,-18.49,19.76,13.17
"Narayana Hrudayalaya",23212,Services,,246.80," 3.70 "," 1.52% ","69,513",139.49,4.95,"5,047.71","2,412.14",40.23,1.66,5.67,-2.49,4.27,-19.06,-,-,-
"Natco Pharma",2613,Pharma,YES,768.20," 18.65 "," 2.49% ","458,261",17.89,4.34,"14,021.50","2,295.30",782.60,33.05,29.70,-1.67,-7.86,-5.77,17.86,43.51,48.31
"National Aluminium",2617,Mines/Mineral,YES,66.75," 0.90 "," 1.37% ","11,119,128",6.80,1.16,"12,931.29","10,680.05","1,900.52",17.35,12.96,-8.80,4.77,-11.67,21.53,15.41,-3.99
"National Fertilizers",2619,Chemicals,YES,40.85," 0.95 "," 2.38% ","271,598",8.72,0.98,"1,989.30","9,236.55",228.12,2.45,11.17,-11.25,-19.00,-34.67,19.13,15.18,-1.28
"Nava Bharat Ventures",2636,General,,128.85," 5.20 "," 4.21% ","387,262",7.37,0.65,"2,270.59","2,717.30",374.24,13.36,8.49,-1.51,-9.48,2.32,17.97,8.13,2.16
"Navin Fluorine International",15717,Chemicals,YES,686.60," 9.45 "," 1.40% ","20,269",20.00,3.36,"3,388.42",891.09,169.43,17.66,20.11,3.34,3.17,5.27,41.45,79.02,32.81
"Navkar Corporation",23111,Services,YES,93.95," -1.70 "," -1.78% ","67,465",12.95,0.82,"1,414.88",411.50,109.23,25.97,6.38,-20.19,-28.22,-48.28,-14.92,-,-
"Navneet Education",2640,General,,115.50," 1.85 "," 1.63% ","46,293",15.78,2.87,"2,680.08","1,240.34",169.85,13.43,17.64,-11.38,-11.87,-32.31,5.70,16.67,16.59
"NBCC India",21650,Engineering,,64.10," 0.25 "," 0.39% ","2,216,198",31.49,5.65,"11,529.00","7,239.30",381.50,5.15,20.31,-12.05,-21.94,-39.58,0.73,52.60,-
NCC,2583,"Real Estate",,80.45," 0.75 "," 0.94% ","5,106,291",14.77,1.11,"4,829.20","7,905.20",327.04,4.07,3.86,-18.67,-18.00,-4.21,3.78,45.71,0.48
"NCL Industries",2561,Cement,,134.30," 0.80 "," 0.60% ","27,687",15.51,1.30,605.44,923.02,39.04,4.20,14.28,-21.63,-19.97,-40.52,7.43,40.26,14.27
"Nectar Lifesciences",16019,Pharma,,24.30," 0.30 "," 1.25% ","157,139",9.89,0.51,543.83,"2,346.23",54.97,2.34,5.06,-18.23,4.35,-11.93,-14.29,14.48,-3.04
Nesco,2661,General,YES,449.70," -2.90 "," -0.64% ","22,669",18.36,3.01,"3,145.68",314.18,171.32,50.23,19.26,-10.43,-14.91,-15.50,18.60,28.23,18.70
"Nestle India",2654,"Consumer Goods",,"9,729.35"," 32.00 "," 0.33% ","57,887",62.85,24.94,"92,645.86","10,571.15","1,474.06",13.67,36.56,-14.44,-1.76,36.40,16.15,14.56,19.35
"Network 18 Media  and  Inv",17024,General,,45.75," -0.95 "," -2.03% ","564,988",-,4.60,"4,779.32","2,935.82",-192.18,-6.40,-14.65,8.23,5.78,4.36,-2.18,10.45,-11.07
"Newgen Software Technologies",24148,IT,,228.05," -3.55 "," -1.53% ","7,256",21.71,3.89,"1,582.04",-,-,-,22.51,-3.50,-7.42,-,-,-,-
NHPC,5107,Utilities,YES,23.45," -0.10 "," -0.42% ","1,930,273",12.18,0.97,"24,006.81","6,735.51","2,633.56",23.94,10.83,-7.28,-4.27,-13.26,12.57,3.74,-
"NIIT Technologies",15854,IT,YES,"1,167.60"," -46.25 "," -3.81% ","1,214,921",22.91,3.91,"7,209.54","3,107.40",343.60,10.88,18.00,-9.35,10.76,140.34,37.01,33.42,29.05
Nilkamal,2676,Manufacturing,YES,"1,674.85"," -5.30 "," -0.32% ","15,374",19.77,3.00,"2,480.12","2,155.35",125.44,5.81,14.73,-10.35,-0.76,10.60,20.05,76.87,26.72
"NLC India",2662,General,YES,67.00," -0.30 "," -0.45% ","424,559",7.09,0.77,"10,325.48","7,939.01","2,034.55",16.93,15.36,-12.91,-17.87,-25.49,-3.25,3.63,-3.43
NMDC,2621,Mines/Mineral,YES,117.25," 3.95 "," 3.49% ","3,656,302",9.72,1.46,"37,049.16","11,195.36","3,811.95",32.55,16.18,9.57,4.76,-5.77,6.03,-1.92,-7.27
NOCIL,2622,Chemicals,YES,161.90," -2.00 "," -1.22% ","642,828",14.59,2.48,"2,695.39","1,020.83",184.79,17.86,17.40,-8.20,-3.10,19.64,55.42,65.71,22.83
"NRB Bearings",2576,Engineering,YES,162.80," 0.70 "," 0.43% ","30,171",15.17,3.71,"1,576.93",885.30,103.97,11.55,27.24,-6.92,-9.22,35.49,11.99,38.09,19.83
NTPC,5109,Utilities,,167.80," -2.20 "," -1.29% ","2,993,241",13.32,1.33,"137,410.66","86,276.98","10,313.14",11.79,10.11,3.47,9.93,2.26,11.66,2.67,-0.52
"Nucleus Software Exports",2709,IT,YES,388.90," -0.30 "," -0.08% ","10,401",16.52,2.37,"1,133.90",430.11,68.62,14.98,12.56,-0.89,6.29,25.13,16.87,34.98,11.63
"Oberoi Realty",21033,"Real Estate",YES,416.80," 10.80 "," 2.66% ","297,992",22.36,1.99,"15,131.31","1,892.95",672.87,35.10,7.70,-13.41,-15.94,-3.39,15.63,19.27,-
"OCL India",2718,Cement,YES,"1,115.95"," 13.45 "," 1.22% ","2,480",16.64,2.24,"6,315.92","3,534.46",379.65,10.40,17.44,-8.13,0.46,-11.27,28.60,50.60,30.17
Omaxe,16821,"Real Estate",,216.60," -0.05 "," -0.02% ","437,028",56.91,1.80,"3,964.37","1,530.15",68.85,4.34,3.95,-1.92,-1.25,10.51,17.48,13.72,10.04
ONGC,2730,"Oil and Gas",YES,180.60," -1.70 "," -0.93% ","6,680,285",10.42,1.16,"231,319.06","93,143.39","22,204.41",22.08,11.72,4.32,16.37,10.62,6.31,-0.43,0.21
"Oracle Fin Ser Software",6608,IT,YES,"3,960.65"," -141.30 "," -3.44% ","54,707",26.91,6.94,"34,160.03","4,668.57","1,269.25",26.45,32.57,0.31,1.74,17.90,2.07,6.42,17.22
"Oricon Enterprises",2767,Chemicals,,31.35," 3.10 "," 10.97% ","293,000",56.01,0.74,487.63,49.16,8.71,12.56,6.57,-24.33,-32.54,-54.68,-22.19,15.91,12.64
"Orient Cement",22002,Cement,,100.45," 1.90 "," 1.93% ","2,159,193",96.60,2.01,"2,058.93","2,294.25",21.32,0.92,4.45,-15.37,-10.41,-35.48,-14.06,20.98,-
"Orient Electric",24182,Engineering,,137.50," -1.85 "," -1.33% ","79,389",38.27,10.64,"2,928.16","1,730.14",76.52,4.41,28.14,-18.79,10.51,-,-,-,-
"Orient Paper  and  Inds.",2761,"consumer Goods",YES,44.15," -0.85 "," -1.89% ","1,057,931",15.74,0.70,939.98,652.08,66.48,8.87,3.90,2.51,42.41,-54.13,18.23,43.84,4.22
"Orient Refractories Ltd.",21624,General,YES,239.75," -3.05 "," -1.26% ","92,731",31.84,8.44,"2,910.97",659.19,91.44,13.57,28.80,3.72,37.99,72.32,44.81,55.41,-
"Oriental Bank of Com.",2765,Bank/Finance,,67.25," 0.55 "," 0.82% ","4,064,617",-,0.42,"4,236.38","17,230.41","4,702.02",2.82,-2.41,-17.65,-12.06,-46.81,-19.95,-15.74,-8.59
"Oriental Carbon  and  Chemicals",2766,Chemicals,YES,995.85," -5.95 "," -0.59% ","2,137",17.52,2.54,"1,026.52",342.83,58.59,16.80,15.85,-4.52,2.45,-17.34,20.80,59.41,43.60
"P and G Hygiene  and  Health Care",3042,"Consumer Goods",Explore,"9,524.75"," -149.00 "," -1.54% ","8,096",82.98,38.59,"31,081.97","2,455.29",374.59,15.11,39.95,-3.69,-2.15,16.44,17.42,30.42,29.24
"Page Industries",17174,Manufacturing,Explore,"32,811.90"," 158.15 "," 0.48% ","20,640",94.67,37.62,"36,552.92","2,670.40",386.11,14.33,45.86,-5.77,15.67,76.48,34.59,49.32,54.48
"Panasonic Carbon India Co.",1728,Engineering,YES,428.20," -13.45 "," -3.05% ","1,668",16.48,2.12,211.20,44.51,12.81,24.80,13.25,-9.40,-5.77,-16.19,-9.22,27.89,17.01
"Parag Milk Foods",23372,"Consumer Goods",,252.90," -2.85 "," -1.11% ","180,824",20.31,2.88,"2,128.10","2,091.06",104.80,4.98,13.04,-15.43,-20.94,10.95,-,-,-
"PC Jeweller",21888,General,,69.75," -0.10 "," -0.14% ","6,458,910",4.80,0.68,"2,752.67","9,793.64",573.51,5.79,14.87,-22.35,-48.56,-79.18,-26.04,6.35,-
"Pennar Industries",2900,Mines/Mineral,,40.85," -1.35 "," -3.20% ","308,929",6.77,0.93,492.83,"1,802.73",91.84,5.04,11.47,-8.21,-19.33,-27.48,-4.15,15.73,2.68
"Persistent Systems",20707,IT,,792.80," -16.70 "," -2.06% ","183,466",18.84,2.86,"6,317.60","3,139.97",335.35,10.34,16.16,-6.29,-2.08,27.00,6.78,21.00,-
"Petronet LNG",15766,"Oil and Gas",YES,224.95," 1.45 "," 0.65% ","2,481,932",15.16,3.28,"33,765.00","33,332.67","2,227.23",6.61,23.10,-3.81,8.39,-2.00,37.05,29.28,23.64
Pfizer,2916,Pharma,,"2,944.25"," -39.40 "," -1.32% ","20,689",34.21,4.87,"13,502.90","2,059.91",394.74,18.13,14.11,-12.49,14.82,70.25,5.05,23.23,18.46
"Phillips Carbon Black",2924,Chemicals,YES,219.15," 5.40 "," 2.53% ","524,458",13.49,2.56,"3,764.72","2,744.41",279.16,10.09,18.31,-10.81,-5.09,40.56,111.31,97.75,22.42
"Phoenix Mills",2928,"Real Estate",YES,569.70," -17.00 "," -2.90% ","33,348",33.67,3.01,"8,732.02","1,637.01",238.19,14.06,8.47,-3.93,-8.32,24.37,20.52,22.08,14.53
"PI Industries",2806,Chemicals,,751.05," 1.35 "," 0.18% ","38,819",29.73,5.22,"10,348.57","2,329.52",348.11,14.58,20.83,-2.65,-3.14,0.27,6.11,38.50,-
"Pidilite Industries",2933,Chemicals,Explore,"1,076.10"," -24.10 "," -2.19% ","466,939",56.08,14.36,"54,655.36","6,392.15",975.90,14.95,27.37,-4.44,5.53,36.56,25.58,33.62,32.04
"Pilani Investment  and  Inds. Corp.",5181,Services,YES,"2,375.20"," 38.55 "," 1.65% ",812,50.04,2.01,"1,890.19",42.06,37.77,89.80,1.12,-5.38,-1.64,-18.19,-,14.73,-
"Piramal Enterprises",2667,Pharma,YES,"2,534.85"," 16.10 "," 0.64% ","473,234",9.65,1.73,"45,844.51","11,287.77","4,462.69",38.88,23.42,-12.56,-0.17,-6.22,43.30,33.73,22.41
"Plastiblends India",2953,Chemicals,YES,226.05," -2.05 "," -0.90% ","6,043",18.83,2.34,604.51,595.82,32.10,5.37,11.59,-9.55,7.90,-2.99,10.11,48.35,20.11
"PNB Housing Finance",15760,Bank/Finance,YES,995.65," -60.25 "," -5.71% ","679,338",19.12,2.57,"16,846.95","5,940.07",880.95,14.83,13.15,-23.38,-13.56,-30.24,-,-,-
"PNC Infratech",22918,General,,140.20," -0.50 "," -0.36% ","606,683",10.89,1.85,"3,526.13","2,235.43",323.76,14.26,15.81,-11.43,-6.20,5.00,13.06,-,-
"Polaris Consulting  and  Services",6077,IT,,474.60," -0.05 "," -0.01% ","26,586",21.60,3.67,"4,888.42","2,627.87",227.10,8.58,16.00,-,-,-,-,-,-
"Poly Medicure",2963,Chemicals,,219.35," 3.90 "," 1.81% ","4,347",27.03,5.58,"1,940.99",532.40,71.80,13.14,22.74,-11.55,7.62,-4.91,4.90,28.70,47.67
