Name,Code,Industry,myOpinion,Price,Change,Change%,Volume,PE,PB,"Market cap",Revenue,Profit,NetMargin,ROE,1M,3M,1Y,3Y,5Y,10Y
"Caplin Point Laboratories",653,Pharma,YES,435.05," 7.50 "," 1.75% ","20,090",22.64,8.31,"3,302.74",562.79,145.70,25.42,56.14,6.22,-0.18,-33.69,13.76,106.44,74.62
"Carborundum Universal",659,Mines/Mineral,YES,382.95," 8.25 "," 2.20% ","215,746",29.65,4.37,"7,065.67","2,482.57",225.62,9.01,13.95,2.71,13.91,14.76,32.22,29.83,19.83
"CARE Ratings Limited",5806,Services,YES,"1,238.25"," -10.95 "," -0.88% ","114,987",24.28,5.95,"3,668.66",317.65,151.09,44.35,29.30,-2.58,1.52,-9.63,3.88,17.40,-
"Castrol India",665,"Oil and Gas",,149.55," -1.65 "," -1.09% ","653,139",20.55,13.87,"14,817.05","3,776.00",720.90,18.65,69.12,-4.68,-10.51,-17.63,-11.75,-0.67,13.71
"CCL Products (I)",797,"Consumer Goods",,259.20," 5.90 "," 2.33% ","55,473",21.33,4.40,"3,425.47","1,185.69",160.56,13.51,21.65,-3.05,-4.80,-14.55,4.01,56.88,32.09
Ceat,670,Auto,,"1,235.90"," 5.25 "," 0.43% ","245,290",16.17,1.87,"4,985.07","6,477.37",279.17,4.29,8.38,-11.47,-5.45,-26.73,-0.95,60.73,34.33
"Central Bank of India",6216,Bank/Finance,,43.60," -0.10 "," -0.23% ","1,258,656",-,0.86,"11,415.16","23,516.47","6,863.95",2.61,-1.54,-36.30,-37.48,-43.54,-18.79,-3.23,-0.04
"Central Depository Services",23780,Services,YES,245.10," -4.75 "," -1.90% ","202,437",25.91,4.16,"2,584.81",195.42,100.20,44.44,18.31,-6.35,-13.13,-28.64,-,-,-
"Centum Electronics",6190,Engineering,,437.05," 12.70 "," 2.99% ",910,-,3.16,555.24,340.32,-11.43,-3.25,-5.47,17.47,-0.64,-31.36,-14.54,39.96,19.86
"Century Plyboards (India)",15920,General,,186.90," -0.25 "," -0.13% ","171,925",24.71,4.70,"4,149.08","2,065.87",167.89,8.10,21.21,-18.47,-28.18,-21.63,5.72,44.66,14.16
"Century Textiles  and  Inds.",689,Manufacturing,YES,876.80," 12.35 "," 1.43% ","357,158",21.18,3.35,"9,806.88","8,295.24",414.08,5.53,14.21,-6.47,-1.31,-30.29,18.30,28.15,8.51
"Cera Sanitaryware",7375,General,,"2,603.05"," 23.20 "," 0.90% ","2,834",33.52,5.44,"3,401.04","1,427.60",101.47,7.05,18.82,-6.06,-9.40,-19.28,9.55,38.52,46.73
CESC,623,Utilities,YES,905.80," 14.25 "," 1.60% ","348,726",13.73,0.87,"12,016.30","7,748.00",875.00,11.08,7.21,-9.87,-6.60,-9.80,18.68,21.67,11.81
"CG Power  and  Industrial Solutions",831,Utilities,,48.70," -0.70 "," -1.42% ","4,342,815",-,1.13,"3,064.79","6,356.18","-1,163.01",-5.21,-34.19,-16.62,-9.27,-37.47,-34.33,-10.86,-10.08
"Chambal Fertilisers  and  Chem.",700,Chemicals,YES,157.10," 1.75 "," 1.13% ","419,987",12.95,2.11,"6,430.41","7,673.69",495.26,6.36,19.93,5.29,-4.02,12.65,39.84,34.97,9.63
"Chembond Chemicals",714,Chemicals,YES,363.85," 3.85 "," 1.07% ","6,146",22.41,1.94,493.55,345.55,24.10,6.82,9.85,-12.73,13.67,74.76,22.10,33.40,23.10
"Chennai Petroleum Corp.",2289,"Oil and Gas",,271.20," -8.60 "," -3.07% ","379,939",3.89,1.01,"4,029.54","46,894.82","1,035.46",2.20,24.53,-8.41,-7.35,-31.68,7.51,37.56,1.86
"Cholamandalam Invest.  and  Fin.",740,Bank/Finance,YES,"1,219.35"," -11.05 "," -0.90% ","400,004",18.04,3.49,"18,994.71","5,787.56","1,052.79",18.19,20.58,-15.63,-23.86,12.19,25.07,41.16,31.86
Cipla,748,Pharma,,671.95," 10.20 "," 1.54% ","2,129,424",37.20,3.70,"54,042.87","15,633.19","1,440.25",9.00,10.65,1.62,8.24,14.65,0.96,8.56,11.25
"City Union Bank",7239,Bank/Finance,YES,183.80," 5.35 "," 3.00% ","444,782",21.66,3.07,"13,283.77","3,466.40","1,462.70",4.24,1.57,-5.13,5.91,26.03,32.87,38.13,27.94
"Clariant Chemicals",778,Chemicals,,470.95," -11.40 "," -2.36% ","13,031",33.30,1.71,"1,087.15","1,014.80",32.65,3.13,3.33,-2.05,13.59,-15.22,-14.54,-0.37,8.29
"Coal India",4673,Mines/Mineral,,272.50," -2.75 "," -1.00% ","2,300,227",19.95,7.14,"168,686.34","90,961.63","8,452.39",8.84,31.65,-5.41,6.27,7.08,-4.73,-1.38,-
"Cochin Shipyard",23846,Services,YES,400.05," -12.75 "," -3.09% ","251,853",13.22,1.62,"5,443.56","2,457.60",411.90,15.43,12.17,-3.57,-7.53,-21.39,-,-,-
"Coffee Day Enterprises",22579,Services,,294.35," -4.05 "," -1.36% ","133,778",55.51,2.61,"6,189.68","3,952.80",39.20,0.97,2.17,21.28,4.74,40.59,-,-,-
Colgate-Palmolive,776,"Consumer Goods",,"1,097.45"," 0.25 "," 0.02% ","605,592",41.34,17.58,"30,036.73","4,251.16",726.50,16.95,48.32,-6.21,-7.05,1.14,4.77,12.13,18.64
"Container Corp.",794,Services,,628.65," 15.95 "," 2.60% ","551,371",28.93,3.17,"30,608.51","6,278.59","1,058.03",16.15,11.14,-4.33,-1.53,-4.56,4.11,15.81,10.19
"Control Print",801,Services,YES,360.40," -0.10 "," -0.03% ","86,484",18.92,3.42,598.64,172.47,31.65,18.32,22.30,-5.50,-5.32,-4.72,17.87,-,30.33
"Coromandel International",811,Chemicals,YES,399.10," 2.60 "," 0.66% ","91,045",17.16,3.63,"11,638.07","11,241.58",678.70,6.01,22.12,-5.83,-0.03,-5.60,34.94,11.58,17.29
"Corporation Bank",814,Bank/Finance,,25.80," -0.25 "," -0.96% ","148,659",-,0.42,"4,347.08","17,398.03","5,367.46",3.41,-1.72,-5.44,-3.70,-37.23,-16.10,-12.40,-7.09
"Cosco (India)",816,"Consumer Goods",,203.00," -2.40 "," -1.17% ","1,320",19.16,2.41,84.47,124.54,4.41,3.53,19.85,-14.06,-18.17,-28.93,5.04,-,23.16
"Cox  and  Kings",17184,Services,,193.50," -1.20 "," -0.62% ","74,519",12.00,1.00,"3,411.23","6,726.34",395.07,5.83,16.01,-10.75,-8.40,-27.19,-1.70,16.73,-
CRISIL,827,General,,"1,750.00"," 23.45 "," 1.36% ","10,196",39.32,11.78,"12,753.47","1,708.18",324.38,18.64,29.94,-0.88,-3.66,-4.93,-1.59,7.37,17.89
"Crompton Greaves Consumer Electricals",23321,Engineering,,218.65," -1.05 "," -0.48% ","2,547,691",38.75,16.72,"13,476.43","4,228.10",347.79,8.17,54.48,-16.80,-4.00,6.11,-,-,-
"Cummins India",841,Engineering,,692.45," -0.15 "," -0.02% ","387,315",28.62,4.59,"19,154.52","5,069.67",669.31,12.61,15.67,-9.13,3.34,-22.69,-14.29,11.45,12.26
Cyient,5968,IT,,726.65," 11.55 "," 1.62% ","129,786",20.53,3.33,"8,215.93","4,090.50",417.60,9.89,18.44,-0.76,0.51,40.16,7.16,30.35,20.51
"DB Corporation",20596,General,,203.50," 2.60 "," 1.29% ","23,039",11.49,2.10,"3,577.06","2,366.57",311.43,13.03,18.49,-19.82,-18.22,-45.10,-13.91,-4.48,-
"Dabur India",870,"Consumer Goods",Explore,436.45," -1.05 "," -0.24% ","2,052,493",54.35,13.02,"77,141.60","8,038.96","1,422.87",17.07,26.26,-7.91,13.80,40.11,16.73,21.19,25.89
"Dalmia Bharat",21112,Cement,,"2,430.15"," 8.50 "," 0.35% ","53,364",40.91,3.53,"21,671.83","8,929.81",625.62,6.80,9.06,-11.25,2.80,-8.12,55.16,80.65,-
"DB Realty",20665,"Real Estate",,23.10," 0.25 "," 1.09% ","383,718",-,0.20,565.58,5.63,-76.21,-56.79,-2.92,-20.66,-43.16,-35.18,-25.52,-16.48,-
"DCB Bank",7306,Bank/Finance,,153.60," 3.40 "," 2.26% ","2,352,266",19.07,1.81,"4,759.05","2,548.37","1,035.24",3.90,0.90,-11.75,-14.20,-17.86,1.91,27.13,14.05
"DCM Shriram",855,General,YES,448.25," -10.45 "," -2.28% ","361,818",10.73,2.26,"7,020.37","7,022.39",652.65,9.22,24.02,21.45,59.09,5.02,61.81,50.40,24.05
"Deccan Cements",892,Cement,,380.10," -9.90 "," -2.54% ","1,518",13.82,1.41,532.29,595.50,38.51,6.41,11.05,-5.74,-4.98,-32.60,20.16,-,14.75
"Deepak Fertilisers  and  Petro.",899,Chemicals,YES,204.85," -4.50 "," -2.15% ","86,189",10.24,0.87,"1,808.64","7,007.44",181.03,2.57,8.20,-17.29,-21.77,-44.27,19.12,14.38,10.29
"Deepak Nitrite",900,Chemicals,Explore,293.80," 12.95 "," 4.61% ","814,642",45.58,4.02,"3,880.38","1,540.09",85.13,5.50,9.65,5.33,12.59,59.68,63.31,64.85,37.64
"Delta Corp",275,Services,YES,219.10," 3.25 "," 1.51% ","1,602,154",34.54,3.51,"6,033.27",829.59,174.78,20.26,11.98,-14.97,-9.76,12.51,40.99,25.75,19.92
"Den Networks",20553,Services,,54.40," 1.90 "," 3.62% ","501,531",-,1.43,"1,073.83","1,285.17",-31.23,-2.37,-2.10,1.74,-39.86,-38.16,-24.60,-20.75,-
"Dena Bank",907,Bank/Finance,,16.40," -0.35 "," -2.09% ","1,717,579",-,0.51,"3,750.02","8,797.85","2,543.50",0.00,-1.54,2.13,3.72,-46.14,-25.42,-18.84,-8.84
"Dewan Housing Fin. Corpn.",923,Bank/Finance,YES,305.45," 6.00 "," 2.00% ","69,608,211",7.15,1.04,"9,628.91","10,958.84","1,346.67",12.01,14.17,-54.28,-52.47,-42.72,13.67,42.03,19.57
"Dhanuka Agritech",934,Chemicals,,433.35," -17.00 "," -3.77% ","18,011",17.38,3.38,"2,193.80",966.84,126.22,12.76,21.85,-19.55,-20.65,-31.67,0.74,27.30,29.38
"DHP India",4698,"Consumer Goods",YES,489.95," 4.95 "," 1.02% ",417,11.26,2.43,147.00,61.06,13.05,20.32,24.46,-4.33,-2.78,13.97,68.72,82.56,41.50
"Dilip Buildcon",23477,Engineering,,687.10," 5.35 "," 0.78% ","121,354",12.55,3.48,"9,446.00","8,518.09",752.55,8.81,28.54,-19.72,-16.37,15.09,-,-,-
"Disa India",1281,Engineering,,"5,805.00"," -193.95 "," -3.23% ",16,47.11,7.64,844.17,203.15,17.92,8.59,16.49,2.43,5.04,5.32,11.49,17.29,13.57
"Dish TV India",17182,Services,,57.05," -2.20 "," -3.71% ","10,283,170",79.18,1.54,"10,467.72","4,677.35",122.24,2.58,-2.37,-18.50,-17.71,-22.75,-19.53,3.60,7.15
"Dishman Carbogen Amcis",23756,Pharma,,253.05," 2.35 "," 0.94% ","119,814",22.58,0.79,"4,090.54","1,837.39",181.18,9.62,6.05,-15.90,-9.69,-24.01,-,-,-
"Divi's Laboratories",7301,Pharma,YES,"1,385.35"," -3.05 "," -0.22% ","1,804,070",38.47,5.93,"36,896.15","4,011.34",959.20,23.06,15.55,6.72,34.42,45.73,7.36,23.17,14.86
"Dixon Technologies",23867,Engineering,,"2,510.50"," -53.15 "," -2.07% ","6,679",45.35,8.69,"2,848.49","2,747.16",62.81,2.28,23.79,-1.22,-12.14,-1.88,-,-,-
DLF,16884,"Real Estate",YES,182.60," 5.00 "," 2.82% ","15,397,405",7.17,0.94,"32,439.06","6,166.44","4,102.14",57.69,14.52,-16.60,-9.64,6.60,11.94,5.38,-7.54
"Dollar Industries",23732,Manufacturing,,297.55," -9.00 "," -2.94% ","11,323",26.02,4.64,"1,699.21",986.73,65.31,6.61,18.17,-3.54,-12.38,-27.25,-,-,-
"Dr. Lal Pathlabs",23201,Services,,967.80," 4.20 "," 0.44% ","86,883",45.58,9.75,"8,025.80","1,099.90",177.10,15.63,25.26,-5.43,1.91,20.84,-,-,-
"Dr. Reddy's Lab",981,Pharma,,"2,600.85"," -10.85 "," -0.42% ","1,206,183",31.99,3.35,"43,388.59","14,684.30","1,323.40",8.91,7.40,6.71,14.04,8.04,-13.01,1.46,17.47
"Dredging Corp. of India",985,Services,,377.95," 3.25 "," 0.87% ","175,888",66.30,0.69,"1,062.74",573.79,16.03,2.69,1.12,-19.08,-28.25,-32.84,3.52,9.22,-0.87
"eClerx Services",18075,IT,YES,"1,106.30"," 0.20 "," 0.02% ","7,201",15.53,3.37,"4,206.07","1,383.84",270.76,18.79,24.30,0.65,-16.60,-7.76,-2.47,11.22,31.26
"Edelweiss Financial Services",17472,Bank/Finance,YES,212.15," -6.40 "," -2.93% ","3,303,399",20.75,2.87,"19,878.22","9,128.60",916.55,9.97,15.61,-20.24,-27.36,-14.38,56.34,47.57,17.18
"Eicher Motors",1029,Auto,YES,"25,180.75"," -418.95 "," -1.64% ","78,608",33.11,9.19,"68,741.87","9,512.07","2,000.47",20.47,31.35,-11.33,-13.04,-17.37,12.90,48.74,58.00
"EID-Parry (I)",1005,General,,225.25," 4.55 "," 2.06% ","717,189",56.45,1.41,"3,959.38","15,422.44",337.35,2.17,18.12,1.52,4.33,-35.10,18.73,11.01,7.57
EIH,1007,General,,150.15," -4.55 "," -2.94% ","799,696",79.75,3.13,"8,847.89","1,400.74",110.94,7.53,6.56,-11.14,-4.42,10.86,15.22,23.10,1.73
"Elantas Beck India",979,Chemicals,YES,"2,002.00"," -0.70 "," -0.04% ",302,23.39,5.12,"1,605.36",389.02,68.65,17.23,22.17,0.63,-0.36,0.26,16.81,38.81,23.74
"Elgi Equipments",1053,Engineering,Explore,265.90," 2.90 "," 1.10% ","350,750",41.91,5.94,"4,199.04","1,663.94",98.74,5.89,14.46,-9.33,-0.75,21.93,29.00,27.58,28.06
Emami,1539,"Consumer Goods",,522.40," 14.50 "," 2.85% ","427,090",70.50,11.37,"23,459.37","2,616.12",333.57,12.68,16.32,-8.87,0.54,-6.52,-2.42,15.37,27.55
"Emami Paper Mills",20513,"consumer Goods",,225.30," 4.35 "," 1.97% ","2,426",39.96,5.23,"1,376.35","1,458.89",34.44,2.31,6.87,-10.73,7.44,35.18,72.79,56.44,-
"Emkay Global Financial",16605,Bank/Finance,YES,116.70," 13.35 "," 12.92% ","46,448",10.23,1.67,280.66,160.41,27.18,16.82,19.33,-15.28,-9.50,-62.10,21.92,43.19,3.71
"Endurance Technologies",23561,Auto,,"1,364.75"," -31.55 "," -2.26% ","19,472",45.89,8.37,"19,220.87","6,843.42",418.81,6.10,20.03,-9.80,9.31,41.43,-,-,-
"Engineers India",1081,Engineering,YES,122.10," 2.15 "," 1.79% ","1,709,426",20.16,3.28,"7,725.12","1,985.54",383.12,17.64,14.78,-3.46,-6.00,-21.65,8.47,6.65,9.49
"Entertainment Network",16521,Services,,649.05," 6.45 "," 1.00% ","1,453",74.70,3.37,"3,018.25",555.15,40.41,7.15,4.09,-8.39,-6.85,-20.11,-3.95,18.59,9.56
"EPC Inds.",1011,Chemicals,,99.50," 0.10 "," 0.10% ","11,361",77.23,1.94,272.39,197.45,3.53,1.77,3.63,-19.22,-23.63,-40.69,-10.36,-0.90,16.24
"Equitas Holdings",20604,Bank/Finance,YES,133.65," 3.60 "," 2.77% ","1,476,164",641.76,2.69,"4,571.27",13.64,7.12,47.68,1.39,-9.69,-9.06,-16.61,-,-,-
"Eros International Media",21007,General,YES,90.35," -1.20 "," -1.31% ","1,043,224",3.55,0.37,852.68,918.47,243.31,25.34,10.98,-21.82,-28.87,-54.79,-44.82,-7.46,-
Escorts,1095,Auto,YES,662.55," 1.10 "," 0.17% ","1,226,966",20.49,3.08,"8,229.17","5,364.11",401.65,7.41,18.09,-25.82,-24.52,6.57,61.39,51.26,25.79
"Essel Propack",1102,General,YES,110.10," 0.20 "," 0.18% ","1,197,010",19.49,2.63,"3,481.47","2,498.52",182.39,7.21,15.38,-3.38,-7.14,-10.29,13.09,42.67,24.67
"Eveready Industries (I)",1120,General,,202.90," -6.05 "," -2.90% ","607,695",24.67,4.05,"1,468.28","1,500.90",59.53,3.91,16.82,-16.81,-11.63,-30.50,-9.72,61.16,20.72
"Everest Industries",1110,Cement,YES,495.40," -5.30 "," -1.06% ","26,894",12.33,1.83,778.18,"1,307.71",63.09,4.79,14.46,-13.29,21.02,47.46,17.10,28.65,18.66
"Excel Crop Care",15725,Chemicals,Explore,"3,839.90"," -38.85 "," -1.00% ","1,831",44.03,7.57,"4,227.26","1,250.45",96.01,7.66,16.52,-13.55,19.57,127.36,69.74,75.47,39.78
"Excel Inds.",1125,Chemicals,YES,"1,693.35"," 60.85 "," 3.73% ","13,059",20.53,4.46,"2,135.07",650.57,103.53,15.91,15.68,-6.91,22.16,296.67,84.84,93.68,40.73
"Exide Industries",1126,Auto,,273.60," 16.25 "," 6.31% ","3,880,716",33.41,4.11,"23,030.75","9,879.73",689.27,6.94,13.27,-12.14,2.61,23.49,17.28,14.64,14.96
"Fairchem Speciality",1462,Chemicals,Explore,399.65," 4.55 "," 1.15% ","5,851",145.37,3.28,"1,496.87","1,049.35",10.30,0.97,11.42,3.03,8.88,-1.98,27.39,62.17,41.50
FDC,1130,Pharma,YES,231.90," 7.25 "," 3.23% ","37,943",21.17,3.06,"4,024.35","1,110.50",190.12,16.22,13.67,-7.93,-1.56,23.23,-1.86,22.01,22.33
"Federal Bank",1140,Bank/Finance,,71.50," -0.35 "," -0.49% ","8,412,363",15.31,1.14,"14,260.34","10,096.15","3,762.19",3.12,0.71,-11.95,-13.17,-35.47,3.68,19.07,13.04
"Federal Mogul Goetze",1316,Auto,,419.95," -9.85 "," -2.29% ","15,163",27.29,3.48,"2,345.73","1,310.40",85.94,6.44,14.61,-5.06,-2.29,-12.64,5.66,16.73,23.52
"Fiem Industries",16932,Auto,,653.65," -15.60 "," -2.33% ","5,652",16.17,1.92,886.64,"1,307.97",54.83,4.18,12.24,-11.23,-17.57,-25.54,8.12,25.22,28.96
"Fine Organic Industries",24432,Chemicals,,"1,104.80"," -13.45 "," -1.20% ","9,665",35.51,8.56,"3,384.86",-,-,-,26.35,14.74,-,-,-,-,-
"Finolex Cables",1158,General,YES,534.45," 3.00 "," 0.56% ","42,070",23.39,3.55,"8,108.08","2,931.89",346.64,11.37,11.28,-4.95,-10.48,0.14,31.81,59.17,28.06
"Finolex Industries",1159,Chemicals,YES,528.45," 1.50 "," 0.28% ","10,762",20.23,2.27,"6,516.25","2,834.98",322.08,11.21,11.35,-13.90,-6.51,-15.16,26.79,35.99,26.67
"Firstsource Solutions",17137,Services,YES,65.45," 1.40 "," 2.19% ","2,334,896",12.91,1.85,"4,514.98","3,576.61",349.79,9.77,15.00,-9.28,-11.84,50.53,33.79,31.38,6.60
"Florence Investech",15711,Chemicals,YES,"1,749.85"," 135.50 "," 8.39% ",155,40.86,3.61,551.27,14.50,13.49,92.89,7.60,-5.35,-9.61,10.95,72.24,63.61,18.75
"Fortis Healthcare (India)",17265,Services,,132.05," -4.30 "," -3.15% ","1,292,118",-,1.73,"6,867.36","4,446.24","-1,056.87",-23.11,-21.56,-8.73,-0.91,-7.09,-7.72,6.93,7.21
"Foseco India",1190,Chemicals,,"1,439.45"," 18.15 "," 1.28% ",340,28.04,5.99,914.54,364.13,32.62,8.87,23.20,-9.00,4.18,6.93,4.56,25.00,14.03
"Future Consumer",21325,General,,42.30," -0.10 "," -0.24% ","1,549,995",-,8.26,"8,084.62","3,182.10",-1.45,-0.04,-0.99,-3.85,-16.45,-26.96,39.17,48.22,-
"Future Lifestyle Fashion",22107,Services,,402.20," -1.45 "," -0.36% ","30,288",67.59,4.93,"7,792.35","4,455.20",115.29,2.57,8.85,-3.97,-5.02,19.58,77.01,-,-
"Future Retail",23379,General,,482.40," 12.50 "," 2.66% ","319,750",939.81,7.48,"24,241.39","18,313.05",25.79,0.14,0.40,-9.58,-17.77,-14.24,-,-,-
"Gabriel India",1230,Auto,YES,126.95," 1.70 "," 1.36% ","59,636",18.37,3.35,"1,846.54","1,928.26",100.51,5.19,19.33,-12.22,-14.25,-35.28,14.19,49.36,33.78
GAIL,1263,"Oil and Gas",YES,375.10," 5.20 "," 1.41% ","3,446,786",17.39,2.03,"84,396.03","59,553.27","4,852.02",8.01,11.49,-2.82,8.41,23.87,30.60,14.47,9.40
"Galaxy Surfactants",24179,"Consumer Goods",,"1,254.30"," 7.80 "," 0.63% ","1,664",28.01,5.79,"4,425.64",-,-,-,24.43,-2.02,-1.83,-,-,-,-
"Ganesha Ecosphere",1246,manufacturing,YES,313.90," -1.80 "," -0.57% ","4,683",18.70,1.85,689.81,798.41,36.89,4.59,14.29,-10.98,-10.14,-16.86,36.69,52.39,42.34
"Garware Polyester",1259,Chemicals,YES,247.50," 8.45 "," 3.53% ","36,929",12.91,0.44,578.49,847.59,44.82,5.26,2.60,12.02,58.10,57.68,26.37,27.46,21.52
"Garware Technical Fibres",1262,Manufacturing,YES,"1,124.80"," -5.45 "," -0.48% ",871,21.88,4.26,"2,417.97",886.51,110.50,12.29,21.40,-9.62,11.91,32.50,50.59,88.03,31.58
"Gateway Distriparks",15954,General,,153.20," -2.65 "," -1.70% ","309,539",37.20,2.26,"1,662.45",334.74,44.69,12.34,4.24,-15.14,-13.82,-30.72,-23.53,8.23,5.54
Gati,6660,Services,,83.15," 1.45 "," 1.77% ","426,876",41.37,1.23,899.81,"1,764.80",26.41,1.45,5.75,-17.94,-3.38,-25.49,-16.63,27.39,2.59
"Gayatri Projects",6741,"Real Estate",YES,186.40," 0.35 "," 0.19% ","42,036",17.81,2.94,"3,444.46","3,083.07",193.35,6.27,3.37,-5.96,9.10,-0.46,23.93,74.59,17.90
"GE Power India",6203,Utilities,,742.30," 6.65 "," 0.90% ","8,888",268.64,5.94,"4,948.28","1,436.82",18.42,1.18,3.21,-5.40,-11.66,12.45,4.88,17.06,6.49
"GE T and D (I)",6285,General,,256.60," -1.30 "," -0.50% ","10,461",28.70,5.17,"6,576.56","4,284.86",229.14,5.08,18.79,-9.51,-11.24,-33.75,-20.77,12.75,-1.68
"General Insurance Corporation of India",23934,Insurance,,327.85," -0.90 "," -0.27% ","72,065",15.87,34.80,"57,368.88","39,902.68","3,614.89",7.92,14.63,-1.38,-7.69,-,-,-,-
"Genus Power Infrastructures",1279,Utilities,,31.70," -0.35 "," -1.09% ","190,057",15.40,1.04,796.45,890.85,51.70,5.69,11.95,-19.72,-27.47,-38.73,0.05,27.04,4.04
"Geojit Financial Services",4796,Bank/Finance,YES,52.50," -1.75 "," -3.23% ","127,743",18.07,2.20,"1,259.08",330.48,74.11,20.30,14.50,-25.88,-28.49,-53.48,10.81,25.41,4.24
GHCL,1395,Chemicals,YES,238.40," 4.20 "," 1.79% ","67,139",8.51,1.36,"2,283.59","2,915.45",268.23,9.11,24.10,-6.73,-15.39,10.26,18.35,50.90,13.95
Gillette,1708,"Consumer Goods",Explore,"6,748.95"," 7.90 "," 0.12% ","3,320",95.38,31.47,"21,846.60","1,676.85",229.05,13.56,35.34,3.99,3.79,23.67,11.82,26.99,24.40
"GSK Consumer Healthcare",3700,"Consumer Goods",,"7,200.90"," 48.60 "," 0.68% ","11,565",39.38,8.21,"30,258.96","4,436.71",768.32,16.22,21.19,-4.84,17.99,44.43,5.43,11.20,27.85
"Glaxosmithkline Pharma",6830,Pharma,,"1,518.55"," 49.80 "," 3.39% ","15,391",61.65,11.33,"25,532.03","3,024.44",414.15,13.44,17.26,-12.64,5.43,20.31,-4.48,3.86,9.40
"Glenmark Pharma.",6194,Pharma,,654.25," 19.70 "," 3.10% ","1,382,163",26.29,3.43,"18,490.48","8,905.69",703.48,7.71,16.67,-4.10,5.65,3.23,-14.21,4.72,1.30
GMDC,1409,Mines/Mineral,YES,100.30," -0.10 "," -0.10% ","121,433",6.73,0.70,"3,221.34","2,131.69",478.43,21.21,10.39,-11.74,-9.63,-27.09,11.04,1.75,3.53
"GMR Infrastructure",6707,"Real Estate",,17.55," 0.70 "," 4.15% ","57,740,082",-,2.86,"10,532.72","7,794.81",-779.56,-9.27,-14.92,-12.01,5.64,2.43,8.74,-4.57,-9.11
"GNA Axles",23521,Auto,,363.70," 4.30 "," 1.20% ","35,934",14.53,2.20,781.98,758.07,53.81,7.08,15.94,0.73,-25.03,22.62,-,-,-
GNFC,1412,Chemicals,YES,361.05," 0.70 "," 0.19% ","278,966",6.15,1.20,"5,591.19","6,466.77",908.49,13.75,18.86,-10.37,-19.25,17.68,83.74,43.14,14.22
"Goa Carbon",1307,"Oil and Gas",YES,606.15," 28.85 "," 5.00% ","81,243",10.02,4.19,556.84,622.69,55.55,8.74,52.36,-29.45,-15.73,37.71,105.78,61.55,19.50
"Godawari Power  and  Ispat",16603,mines/Mineral,YES,452.20," 30.55 "," 7.25% ","160,352",6.08,1.60,"1,571.54","2,689.74",261.32,9.69,26.08,-19.45,-6.79,259.62,79.64,39.03,10.93
"Godfrey Phillips India",1313,"Consumer Goods",,760.05," 2.95 "," 0.39% ","148,406",17.93,2.24,"3,956.48","2,436.42",220.64,8.87,9.20,-10.14,-0.78,-21.53,5.64,7.59,10.05
"Godrej Agrovet",17040,General,,519.45," 1.10 "," 0.21% ","131,775",42.55,6.76,"10,022.94","5,325.56",243.37,4.55,19.44,-13.39,-18.37,-,-,-,-
"Godrej Consumer Products",6734,"Consumer Goods",Explore,772.40," -10.00 "," -1.28% ","775,754",43.36,11.74,"78,650.57","10,141.77","1,812.86",17.68,28.25,-15.93,1.13,25.92,25.91,23.15,34.82
"Godrej Industries",1315,General,,533.40," -6.80 "," -1.26% ","728,475",38.60,4.54,"17,885.37","10,271.56",279.40,2.58,6.92,-14.28,-10.96,-6.59,15.05,13.46,15.06
"Godrej Properties",5917,"Real Estate",Explore,603.55," 33.55 "," 5.89% ","564,513",56.17,4.21,"13,812.06","2,637.28",264.53,8.46,10.81,-19.49,-22.95,-4.43,21.20,26.07,-
"Goodyear India",1337,Auto,YES,959.25," -15.50 "," -1.59% ","3,069",17.72,2.71,"2,237.45","1,732.09",126.28,7.13,17.28,-9.72,-14.25,19.26,20.66,26.32,24.92
"Granules India",7381,Pharma,,102.95," 2.65 "," 2.64% ","4,333,295",17.70,1.96,"2,612.89","1,760.35",119.99,6.69,10.60,-10.67,22.64,-15.48,-10.51,48.11,34.30
"Graphite India",1352,Engineering,YES,845.70," -17.20 "," -1.99% ","782,746",9.48,4.77,"16,519.01","4,384.18","1,742.18",38.89,44.97,-12.01,4.84,161.45,131.09,62.74,32.24
"Grasim Industries",1353,Cement,,"1,044.90"," 5.80 "," 0.56% ","1,239,047",23.47,1.16,"68,172.49","63,231.74","4,511.74",7.05,9.97,-2.00,3.23,-8.91,14.78,13.63,10.77
"Grauer  and  Weil (I)",1355,Chemicals,YES,54.95," 1.20 "," 2.23% ","96,603",18.45,3.33,"1,244.61",505.99,67.47,13.05,19.51,5.29,7.18,-13.72,46.96,65.22,21.84
"Great Eastern Shipping Co.",1357,Services,,279.40," -9.70 "," -3.36% ","25,074",-,0.64,"4,246.64","3,122.10",-558.21,-16.29,-2.96,0.38,-4.89,-24.09,-7.88,1.04,-0.52
"Greaves Cotton",1359,Engineering,,144.45," 0.10 "," 0.07% ","307,725",17.57,3.54,"3,536.11","1,844.00",201.29,10.65,21.39,-0.93,5.14,5.87,2.66,20.77,16.75
"Greenply Inds.",1363,General,,171.45," -3.35 "," -1.92% ","89,248",16.37,2.25,"2,109.19","1,687.41",128.88,7.58,14.33,-13.48,-25.90,-34.13,-1.34,17.49,22.86
"Grindwell Norton",1368,Engineering,Explore,485.05," -25.00 "," -4.90% ","22,986",33.97,5.37,"5,536.00","1,474.43",164.18,10.92,16.08,-1.78,-0.30,21.02,11.93,34.27,26.61
