Name,Code,Industry,myOpinion,Price,Change,Change%,Volume,PE,PB,"Market cap",Revenue,Profit,NetMargin,ROE,1M,3M,1Y,3Y,5Y,10Y
"Hathway Cable  and  Datacom",20667,Services,,22.95," -1.80 "," -7.27% ","1,913,365",41.02,1.71,"1,963.75",545.34,47.87,8.51,-17.44,18.60,-22.60,-25.97,-16.40,-15.69,-
"Hatsun Agro Products",1504,"Consumer Goods",Explore,716.00," -12.15 "," -1.67% ","9,772",125.33,12.59,"11,721.71","4,367.03",93.53,2.14,25.44,0.63,5.55,10.43,36.55,48.12,43.65
"Havells India",1505,Engineering,Explore,635.05," -11.20 "," -1.73% ","2,000,200",49.84,10.11,"39,945.83","8,874.37",801.54,8.92,18.87,-8.96,19.23,24.34,35.68,38.19,35.56
"Hawkins Cookers",1506,"Consumer Goods",,"3,197.60"," -43.85 "," -1.35% ","4,560",30.97,14.08,"1,696.86",592.63,54.79,9.09,44.97,-2.29,12.44,16.03,12.39,13.05,34.22
"HBL Power Systems",3383,Utilities,,31.90," -1.85 "," -5.48% ","321,361",30.75,1.17,893.95,"1,574.71",29.08,1.82,4.00,-2.42,-7.73,-49.45,-6.96,30.53,1.75
"HCL Infosystems",1457,IT,,27.30," -2.40 "," -8.08% ","1,280,993",-,4.62,900.39,"4,393.76",-787.23,-14.17,-36.60,-22.44,-25.10,-46.39,-8.91,0.56,-11.83
"HCL Technologies",6105,IT,YES,"1,084.90"," -2.40 "," -0.22% ","3,297,815",16.89,3.89,"151,032.90","52,298.00","8,930.00",16.68,25.13,7.99,20.20,24.66,4.74,15.35,25.16
HDFC,1611,Bank/Finance,YES,"1,839.40"," 8.75 "," 0.48% ","6,425,727",24.27,4.76,"310,784.44","36,563.75","12,807.55",34.58,18.57,-3.86,-1.05,2.84,15.05,17.79,14.76
"HDFC Asset Management Company",24486,General,,"1,383.30"," -25.55 "," -1.81% ","1,963,372",40.53,5.52,"29,250.21",-,-,-,40.28,-21.56,-,-,-,-,-
"HDFC Bank",1459,Bank/Finance,YES,"1,970.25"," 8.90 "," 0.45% ","5,652,537",29.38,4.60,"534,530.67","84,121.61","41,537.69",4.40,1.86,-6.00,-4.25,7.13,23.20,24.46,22.43
"HDFC Standard Life Insurance Company",24028,Insurance,,388.25," -11.85 "," -2.96% ","2,926,366",-,38.75,"78,038.93",-,-,-,26.06,-16.02,-17.81,-,-,-,-
HDIL,17466,"Real Estate",YES,25.50," -2.75 "," -9.73% ","7,671,736",10.28,0.10,"1,159.98",468.54,112.85,23.35,1.58,-21.17,17.78,-58.16,-26.81,-8.51,-19.53
"Healthcare Global Enterprises",23303,Pharma,,235.15," -9.15 "," -3.75% ","23,528",162.87,3.98,"2,016.28",866.15,7.86,0.90,4.02,-4.20,-18.18,-13.12,-,-,-
HEG,1460,Engineering,YES,"4,039.60"," 84.95 "," 2.15% ","331,366",8.64,6.23,"16,064.17","4,132.08","1,860.08",44.80,75.62,-3.67,27.33,287.19,208.88,92.09,34.93
"Heidelberg Cement India",2554,Cement,YES,153.25," -2.40 "," -1.54% ","221,525",20.50,3.14,"3,449.05","1,988.65",168.26,8.36,13.23,-4.07,13.67,19.33,26.83,33.34,19.33
"Heritage Foods",1516,"Consumer Goods",YES,552.80," -2.50 "," -0.45% ","20,612",39.31,3.21,"2,556.53","2,398.24",65.52,2.64,9.23,-8.24,-16.15,-26.66,42.36,39.06,34.00
"Hero Motocorp",1518,Auto,,"3,175.20"," 21.25 "," 0.67% ","579,823",17.12,4.99,"63,222.66","33,041.34","3,692.49",11.01,32.97,-4.27,-12.65,-18.51,9.41,9.88,14.46
"Hexaware Technologies",250,IT,Explore,444.45," -11.80 "," -2.59% ","1,167,604",24.08,5.93,"13,269.42","4,183.61",550.51,12.90,27.51,-9.49,1.94,62.74,21.61,28.95,38.14
Hikal,1527,General,YES,180.20," -5.85 "," -3.14% ","755,196",27.85,3.21,"2,223.73","1,358.99",79.84,5.86,12.12,29.28,16.46,18.47,37.31,25.03,11.03
HIL,1615,"real Estate",YES,"2,358.75"," -59.25 "," -2.45% ","21,110",18.42,2.86,"1,766.97","1,369.81",95.92,6.87,15.12,8.40,29.92,93.01,51.74,51.40,31.98
"Himachal Futuristic",1533,Chemicals,,20.75," -2.50 "," -10.75% ","9,320,523",14.84,2.08,"2,577.90","3,494.09",173.76,4.94,16.24,-19.88,-34.54,-32.85,8.15,21.43,4.58
"Himadri Speciality Chemical",1536,Utilities,YES,117.20," -6.05 "," -4.91% ","3,856,534",18.44,3.24,"4,964.41","2,123.58",269.21,12.61,20.27,-10.49,-14.02,-15.07,95.71,52.82,12.71
"Himatsingka Seide",1540,Manufacturing,,259.40," -1.85 "," -0.71% ","156,122",12.94,1.99,"2,530.35","2,320.13",195.60,8.31,17.57,-6.96,-19.81,-23.72,8.95,51.02,18.39
"Hindalco Inds.",1549,Mines/Mineral,YES,240.40," 4.75 "," 2.02% ","17,636,361",34.62,1.08,"53,966.97","43,605.34","1,560.49",3.51,12.31,6.18,8.14,-1.70,45.42,16.08,7.84
"Hinduja Global Solutions",17186,IT,YES,760.80," -22.90 "," -2.92% ","23,938",8.29,1.05,"1,591.60","4,023.05",190.90,4.67,13.63,-1.62,-8.40,35.36,19.04,20.24,13.72
"Hindustan Construction",1559,"Real Estate",,12.25," -1.65 "," -11.87% ","21,820,064",28.69,0.45,"1,241.91","4,577.51",43.28,0.89,0.00,-20.45,-5.41,-66.85,-11.78,3.42,-12.10
"Hindustan Copper",1560,Mines/Mineral,,58.75," -2.05 "," -3.37% ","1,625,779",51.61,5.02,"5,412.53","1,814.69",104.65,5.65,7.63,-4.96,-13.91,-6.10,1.17,-2.56,-12.03
"Hindustan Foods",1567,"Consumer Goods",,387.60," -12.35 "," -3.09% ","4,148",73.89,9.41,523.51,157.79,7.09,4.46,17.87,-9.92,10.70,15.81,67.78,103.39,-
"Hindustan Media Ventures",20900,General,,157.25," -7.90 "," -4.78% ","12,341",8.37,0.85,"1,141.64",869.82,136.44,14.63,14.75,-6.98,-21.30,-42.39,-11.10,7.01,-
"Hindustan Oil Exploration",1576,"Oil and Gas",YES,137.75," -12.20 "," -8.14% ","1,025,849",31.08,4.61,"1,809.94",80.06,58.24,65.76,10.42,-9.40,4.63,53.91,59.90,30.82,2.46
HPCL,1578,"Oil and Gas",YES,258.00," 6.65 "," 2.65% ","10,322,727",5.49,1.53,"39,246.05","257,272.91","7,151.53",2.76,25.31,-3.32,-18.15,-42.96,14.80,40.97,17.30
"Hindustan Unilever",1572,"Consumer Goods",Explore,"1,621.30"," -25.80 "," -1.57% ","3,032,792",64.03,40.94,"351,029.61","35,483.00","5,482.00",15.20,74.85,-7.49,1.75,29.01,27.02,19.99,20.77
"Hindustan Zinc",1585,Mines/Mineral,YES,297.05," 0.35 "," 0.12% ","2,686,416",13.75,3.34,"126,463.80","22,818.00","9,198.00",37.72,27.80,5.41,3.22,-1.53,30.27,17.37,19.87
"Honda Siel Power Products",6056,Engineering,,"1,256.75"," -39.00 "," -3.01% ","4,517",21.00,2.66,"1,298.92",776.40,61.85,7.79,13.69,1.27,-3.97,-8.29,2.58,29.10,20.91
"Honeywell Automation",4039,Engineering,Explore,"21,726.90"," -198.05 "," -0.90% ","1,808",67.65,12.85,"19,351.44","2,804.82",286.07,10.01,19.27,-4.49,17.10,30.42,34.09,53.63,33.58
HUDCO,6452,"Real Estate",YES,54.40," -0.80 "," -1.45% ","2,759,936",11.72,1.06,"10,800.25","4,707.25",921.60,18.97,8.42,-1.18,-6.93,-40.19,-,-,-
HSIL,1581,"Real Estate",,268.80," -24.60 "," -8.38% ","270,995",30.04,1.31,"1,955.62","2,314.19",65.09,2.80,5.05,-10.83,-19.07,-31.53,-0.06,26.55,22.48
"HT Media",16033,General,,50.60," -1.95 "," -3.71% ","161,513",4.31,0.46,"1,168.40","2,289.58",309.24,12.15,15.03,-11.54,-33.94,-50.05,-14.99,-9.40,-8.51
"ICICI Bank",1622,Bank/Finance,,317.10," -3.85 "," -1.20% ","34,169,460",44.37,2.00,"204,500.46","56,229.11","23,537.90",3.19,0.86,-6.42,6.43,11.28,7.68,12.04,10.75
"ICICI Lombard General Insurance",23472,Insurance,,888.70," 22.90 "," 2.65% ","418,340",42.60,7.40,"39,912.26","7,222.84",936.96,10.58,20.85,12.00,20.91,-,-,-,-
"ICICI Prudential Life Insurance Co. Ltd.",23527,Bank/Finance,,338.75," -9.50 "," -2.73% ","4,350,996",32.87,7.45,"49,153.76","27,428.28","1,495.53",3.88,25.55,-11.91,-12.96,-16.33,-,-,-
"ICICI Securities",18743,Services,,306.60," -8.90 "," -2.82% ","798,660",17.93,2.25,"9,997.66",-,-,-,84.26,-5.21,-14.96,-,-,-,-
ICRA,5851,Services,YES,"3,660.05"," -2.75 "," -0.08% ","1,492",34.95,5.32,"3,615.69",317.78,103.96,28.43,16.85,-1.91,9.39,-5.80,-2.62,25.66,20.32
"IDBI Bank",1755,Bank/Finance,,56.00," -1.00 "," -1.75% ","12,328,647",-,1.08,"23,372.85","22,775.21","5,877.05",2.17,-2.29,-11.69,-3.45,-0.36,-6.97,-2.51,-3.85
"IDFC Bank",23138,Bank/Finance,,40.50," -2.80 "," -6.47% ","19,772,777",22.85,0.89,"13,786.65","9,106.01","1,899.91",2.00,0.80,-14.10,-4.59,-31.59,-,-,-
"IFB Inds.",1629,Engineering,Explore,"1,160.85"," 60.45 "," 5.49% ","20,629",52.92,8.33,"4,671.82","2,329.62",86.22,3.67,15.61,0.71,-6.64,58.90,36.71,87.89,42.50
IFCI,1756,General,,15.10," -0.45 "," -2.89% ","17,829,675",-,0.57,"2,552.47","2,883.25","-1,072.38",-35.88,-17.39,-11.95,-6.21,-36.42,-12.11,-8.14,-9.39
"IFGL Refractories",23898,General,,260.05," -4.75 "," -1.79% ","16,498",18.23,1.22,937.02,874.53,51.35,5.83,6.71,8.20,26.61,-,-,-,-
"IG Petrochemicals",1632,Chemicals,YES,449.80," -25.80 "," -5.42% ","56,738",9.40,2.44,"1,388.54","1,199.20",147.67,12.27,31.77,-6.29,-15.22,-31.09,53.97,90.00,28.13
"Igarashi Motors India",625,Auto,,721.05," -53.05 "," -6.85% ","20,365",35.39,5.18,"2,200.75",430.23,62.18,13.59,17.08,-3.11,2.74,-23.08,7.30,62.64,32.10
"IIFL Holdings",6324,Bank/Finance,YES,609.25," 8.35 "," 1.39% ","554,830",19.80,3.59,"19,399.13","5,983.93","1,256.14",18.18,24.63,-15.82,-14.89,-9.91,47.62,65.16,18.43
"India Cements",1668,Cement,YES,111.30," -2.30 "," -2.02% ","7,559,881",36.20,0.66,"3,446.74","5,239.80",95.21,1.81,1.35,-8.28,3.49,-39.16,13.08,16.53,-1.49
"India Glycols",1672,Chemicals,YES,460.55," -24.20 "," -4.99% ","91,262",10.81,1.45,"1,426.86","4,294.50",132.03,3.07,12.28,-2.15,6.58,84.88,75.70,39.77,9.42
"Indiabulls Housing Finance",20721,Bank/Finance,YES,"1,062.15"," -97.10 "," -8.38% ","13,491,794",11.01,3.13,"45,310.81","13,996.20","4,090.57",26.41,29.95,-17.23,-9.47,-17.19,13.98,37.71,-
"Indiabulls Integrated Services",21312,IT,,642.35," -33.80 "," -5.00% ","59,150",642.07,4.80,"5,735.59",223.67,12.65,4.78,-2.47,4.08,21.21,900.16,290.53,110.48,-
"Indiabulls Real Estate",17108,"Real Estate",YES,123.10," -19.05 "," -13.40% ","17,946,453",2.83,0.96,"5,554.63","5,660.56","1,919.36",32.57,39.41,-14.37,-24.59,-48.43,24.21,15.57,-5.82
"Indiabulls Ventures",18170,Bank/Finance,YES,696.35," -36.60 "," -4.99% ","1,866,984",152.97,19.43,"41,946.23","1,011.37",274.21,22.23,26.47,-10.59,43.28,174.33,180.94,129.24,30.67
"Indian Bank",5858,Bank/Finance,YES,272.70," -16.70 "," -5.77% ","2,913,381",11.95,0.82,"13,099.95","17,669.85","6,611.06",3.09,0.54,-20.09,-20.58,-3.13,26.49,29.39,7.25
"Indian Hotels",1694,General,,127.10," -1.70 "," -1.32% ","1,253,555",107.98,3.64,"15,234.40","4,172.09",99.04,2.34,1.89,-1.66,-4.79,18.20,15.77,23.96,6.33
"Indian Oil Corp.",1699,"Oil and Gas",YES,158.15," 4.60 "," 3.00% ","19,078,869",6.47,1.30,"152,815.33","527,981.69","23,628.74",4.45,20.11,-0.29,-7.55,-23.82,17.58,22.85,12.22
"Indian Overseas Bank",6713,Bank/Finance,,14.15," -0.85 "," -5.67% ","1,215,293",-,0.68,"6,944.89","17,976.60","5,651.04",1.92,-2.54,-7.32,-4.03,-37.96,-26.30,-21.32,-18.34
"Indo Count Inds.",1721,Manufacturing,,76.80," 3.20 "," 4.35% ","451,215",11.73,1.55,"1,500.24","1,816.77",127.90,6.98,13.90,-2.85,7.75,-35.16,-27.34,69.68,43.75
"Indoco Remedies",15927,General,,207.30," -3.30 "," -1.57% ","178,875",36.59,2.81,"1,862.36","1,050.09",50.90,4.83,6.21,1.45,5.68,-0.24,-14.17,26.11,19.50
"Indraprastha Gas",15728,"Oil and Gas",YES,250.10," -6.25 "," -2.44% ","3,442,246",25.43,4.73,"17,430.02","5,332.90",685.40,12.59,19.52,-12.09,-1.80,-17.44,37.33,34.43,26.87
"Indusind Bank",1751,Bank/Finance,YES,"1,762.45"," -42.20 "," -2.34% ","4,403,405",27.84,4.32,"105,925.09","18,213.39","7,845.82",3.92,1.80,-10.83,-9.88,1.89,24.45,33.75,41.05
"INEOS Styrolution India",472,Chemicals,,755.95," -29.05 "," -3.70% ","7,503",16.59,2.02,"1,332.99","2,041.28",80.37,3.93,10.75,1.19,-2.25,-15.67,0.61,14.50,18.15
"Infibeam Avenues",23319,Services,,182.20," -52.70 "," -22.44% ","18,506,511",-,4.72,"12,030.62",213.40,-8.68,-3.91,5.31,-13.35,17.23,21.59,-,-,-
"Infinite Computer Solutions",20627,IT,YES,471.85," -2.45 "," -0.52% ","54,339",13.97,1.55,"1,567.71","2,766.11",112.22,4.03,12.06,2.75,1.73,122.80,39.31,33.10,-
"Info Edge (India)",17003,General,Explore,"1,531.10"," 44.65 "," 3.00% ","247,557",103.52,8.78,"18,750.71",952.56,181.14,17.30,31.51,0.50,28.65,40.26,25.04,37.09,24.18
Infosys,1764,IT,YES,705.30," -14.45 "," -2.01% ","14,350,769",19.10,4.44,"308,538.89","72,572.00","16,157.00",21.35,24.09,2.04,13.34,55.31,8.53,13.52,13.26
"Ingersoll Rand India",1766,General,,582.75," -15.30 "," -2.56% ","32,688",19.29,1.61,"1,853.04",631.48,96.06,13.76,8.12,0.79,7.88,-26.62,-8.37,12.41,6.52
"INOX Leisure",16526,Services,,236.90," -1.45 "," -0.61% ","261,709",18.65,3.02,"2,228.66","1,375.67",119.57,8.60,17.84,-2.39,-13.58,-1.09,1.03,25.01,12.31
"Inox Wind",22767,Engineering,,97.20," -1.60 "," -1.62% ","238,682",-,1.05,"2,120.43",804.30,-138.13,-16.77,-8.95,-1.92,11.03,-18.43,-35.97,-,-
"Insecticides (India)",17304,Chemicals,,556.15," -15.60 "," -2.73% ","24,072",13.29,2.00,"1,162.36","1,080.31",87.46,8.08,16.59,-17.14,-21.01,-37.73,9.86,24.42,33.02
"Intellect Design Arena",22630,IT,,243.55," -19.40 "," -7.38% ","717,228",35.80,3.71,"3,204.72","1,144.98",90.04,7.43,7.41,-1.97,25.51,86.49,15.95,-,-
"Interglobe Aviation",23164,Services,,897.10," 28.30 "," 3.26% ","1,652,155",23.73,4.91,"34,623.52","23,779.95","1,459.02",5.88,41.73,-15.58,-22.95,-20.26,-,-,-
"International Paper APPM",207,"consumer Goods",YES,499.60," -29.40 "," -5.56% ","331,214",19.08,3.26,"1,985.32","1,292.87",104.07,8.01,15.94,6.96,51.08,67.76,21.24,11.39,22.89
"Ipca Laboratories",1807,Pharma,,713.15," -37.10 "," -4.95% ","141,276",28.12,3.24,"8,965.31","3,360.18",318.88,9.36,9.47,-5.64,5.46,23.88,-2.31,0.58,20.03
"IRB Infrastructure Dev",18358,Engineering,YES,154.10," -10.40 "," -6.32% ","3,455,333",5.82,0.92,"5,422.87","5,339.12",931.90,16.56,16.81,-19.19,-31.21,-30.37,-12.42,12.62,1.82
ITC,1642,"Consumer Goods",YES,303.95," 4.30 "," 1.44% ","16,337,218",32.37,7.10,"371,657.47","41,403.94","11,481.43",26.43,24.07,-2.88,16.47,12.73,13.16,5.09,16.89
"ITD Cementation India",5958,Cement,YES,120.70," -11.55 "," -8.73% ","330,053",22.46,2.08,"2,078.63","2,355.50",96.40,4.04,14.84,-8.73,-8.77,-28.38,13.96,53.38,19.69
ITI,1643,General,YES,89.05," -6.65 "," -6.95% ","766,609",34.17,-13.70,"7,956.39","1,470.37",232.88,12.53,0.00,2.42,6.23,-27.41,51.76,40.48,11.49
"J Kumar Infraprojects",18186,"Real Estate",,238.90," -4.35 "," -1.79% ","184,390",12.03,1.17,"1,815.97","2,294.91",150.93,6.50,9.42,9.19,0.00,7.25,-15.03,26.25,19.94
"Jagran Prakashan",15765,General,,115.65," -3.55 "," -2.98% ","389,571",11.42,1.61,"3,411.70","2,315.22",310.57,13.19,14.83,-4.88,-18.25,-36.04,-5.53,6.70,4.58
"Jai Corp",1854,General,,131.75," -13.15 "," -9.08% ","1,828,559",64.51,1.89,"2,350.18",593.94,36.43,5.95,0.61,-14.98,-15.03,3.25,36.36,25.12,-7.46
"Jain Irrigation Systems",1860,Chemicals,,79.85," -0.20 "," -0.25% ","7,190,654",16.15,0.89,"3,946.11","8,357.50",256.82,3.03,5.12,3.10,-15.23,-23.55,9.50,5.82,-0.15
"J and K Bank",6517,Bank/Finance,,47.40," -4.50 "," -8.67% ","416,089",11.86,0.48,"2,670.14","6,703.97","2,937.77",3.66,0.24,-15.73,-10.62,-38.25,-19.48,-16.07,0.01
"Jamna Auto Inds.",1874,Auto,Explore,79.65," -1.85 "," -2.27% ","1,466,744",21.36,6.81,"3,159.82","2,014.37",147.90,7.30,33.12,-8.90,-9.16,45.34,53.92,72.01,35.46
"Jay Bharat Maruti",1884,Auto,,398.10," -17.15 "," -4.13% ","20,554",13.82,2.30,859.61,"1,859.05",62.21,3.34,17.72,-8.85,-5.67,-33.92,44.28,-,27.54
"JB Chemicals  and  Pharma",1820,Pharma,,294.15," -22.85 "," -7.21% ","283,243",16.70,1.67,"2,500.41","1,339.48",149.70,10.98,9.89,-1.37,10.18,3.82,4.12,29.00,22.51
"JBF Industries",1821,Manufacturing,,33.90," -1.75 "," -4.91% ","62,257",-,0.20,276.73,"3,390.26",-159.69,-4.53,-8.03,-9.50,-50.58,-78.92,-46.01,-17.87,-7.59
"JBM Auto",6907,Auto,YES,323.05," -20.05 "," -5.84% ","38,493",17.91,3.07,"1,337.88","1,675.81",69.69,4.13,17.49,-11.16,-5.19,-44.61,20.15,96.03,45.28
"Jet Airways India",6708,Services,,229.45," -13.70 "," -5.63% ","9,785,371",-,-0.30,"2,609.33","23,648.12","-2,144.12",-8.85,0.00,-21.43,-38.65,-57.27,-12.26,-8.57,-6.22
"Jindal Poly Films",1920,Manufacturing,,295.55," -13.70 "," -4.43% ","505,747",22.69,0.69,"1,285.35","3,149.30",56.64,1.76,11.97,8.95,35.16,-21.10,-11.80,18.54,11.22
"Jindal Saw",3491,Mines/Mineral,,90.05," -4.50 "," -4.76% ","1,720,244",6.99,0.48,"2,863.40","8,168.62",417.16,4.88,-0.10,6.67,2.23,-25.16,10.61,12.94,-2.98
"Jindal Stainless (Hisar)",23227,Mines/Mineral,,138.15," -1.20 "," -0.86% ","1,922,661",8.12,2.44,"3,253.54","9,173.43",400.71,4.32,37.20,5.55,-7.08,-23.41,-,-,-
"Jindal Steel  and  Power",6170,Mines/Mineral,,235.00," 2.60 "," 1.12% ","25,071,039",-,0.74,"22,683.82","31,764.49","-1,092.93",-3.44,-5.38,12.95,3.22,53.05,52.81,-2.28,-0.62
"Jindal Worldwide",7232,manufacturing,YES,375.35," -19.50 "," -4.94% ","69,973",26.72,4.53,"1,523.96","1,753.97",57.03,3.23,26.83,-24.46,-28.08,-21.83,67.05,59.30,18.46
"JK Cement",16006,Cement,,804.35," 22.35 "," 2.86% ","71,723",17.98,2.55,"5,606.77","4,665.32",311.85,6.51,15.50,0.08,-8.01,-19.22,9.23,33.07,21.38
"JK Lakshmi Cement",1832,Cement,,318.55," 7.95 "," 2.56% ","813,912",53.59,2.54,"3,719.55","3,434.45",69.41,1.98,3.06,-6.69,-2.69,-23.96,-5.10,34.80,25.07
"JK Paper",4651,"consumer Goods",YES,166.70," -0.10 "," -0.06% ","3,056,828",10.08,1.69,"2,975.78","3,009.46",295.18,9.72,17.56,-10.91,45.05,40.18,62.51,44.12,20.74
"JK Tyre  and  Industries",1834,Auto,,103.75," -7.30 "," -6.57% ","1,225,557",9.90,1.16,"2,354.32","8,905.01",248.21,2.74,3.21,-19.44,-17.36,-33.23,-0.48,41.20,20.09
"JM Financial",1843,Bank/Finance,YES,104.15," 0.25 "," 0.24% ","2,267,628",13.30,1.86,"8,585.59","3,353.52",891.14,26.36,22.56,-19.17,-17.27,-29.24,33.34,33.64,6.96
"Johnson Controls - Hitachi Air Conditioning India",196,"Consumer Goods",Explore,"1,789.60"," -14.20 "," -0.79% ","10,002",55.00,8.38,"4,909.31","2,116.66",89.26,4.20,20.53,-9.59,-28.73,-7.86,10.70,73.50,32.88
"JSW Energy",20597,Utilities,,63.65," -3.95 "," -5.84% ","2,311,018",116.57,0.93,"10,475.01","8,177.88",130.59,1.52,1.25,-5.83,-11.50,-16.86,-9.62,7.00,-
"JSW Steel",1922,Mines/Mineral,YES,408.00," -9.05 "," -2.17% ","10,218,645",12.39,3.26,"98,574.25","76,015.00","7,779.00",10.21,24.06,19.47,22.44,60.24,63.79,40.59,21.23
"JTEKT India",3724,Auto,Explore,124.55," -2.95 "," -2.31% ","292,091",59.91,7.48,"2,485.27","1,230.97",41.48,3.34,9.98,-7.98,30.19,13.07,28.35,67.00,23.19
"Jubilant FoodWorks",20629,Services,,"1,303.70"," -28.50 "," -2.14% ","2,513,560",66.74,14.54,"17,169.17","3,156.68",257.24,8.08,22.34,-14.39,-4.20,86.76,17.70,19.50,-
"Jubilant Life Sciences",4293,Pharma,YES,738.15," -8.55 "," -1.15% ","415,345",16.88,2.75,"11,784.42","8,040.41",691.08,8.55,16.87,2.72,1.39,8.60,29.18,53.97,9.24
"Just Dial",22074,IT,YES,523.25," 24.90 "," 5.00% ","4,396,031",24.34,3.59,"3,494.19",803.16,143.55,16.88,15.91,-8.67,-8.22,28.90,-18.54,-7.47,-
"Jyothy Laboratories",18071,"Consumer Goods",,197.55," -7.10 "," -3.47% ","294,919",42.09,10.33,"7,251.77","1,748.34",172.30,9.69,16.51,-5.27,-7.95,-0.28,8.67,19.99,26.16
"Kajaria Ceramics",1971,General,,397.70," -23.75 "," -5.64% ","735,837",27.82,4.59,"6,385.83","2,739.45",225.06,8.18,18.15,-8.01,-16.96,-43.83,2.95,29.28,37.43
"Kalpataru Power Trans",1979,Utilities,YES,330.05," -0.05 "," -0.02% ","315,434",15.22,1.78,"5,063.43","5,896.54",332.59,5.59,11.58,-9.81,-20.31,-12.36,11.01,41.94,7.86
"Kalyani Steels",1986,Mines/Mineral,YES,273.20," -20.45 "," -6.96% ","338,311",10.39,1.48,"1,199.59","1,333.43",115.48,8.56,15.52,1.36,3.39,-36.33,27.34,44.03,13.48
"Kama Holdings",6894,Chemicals,YES,"5,213.25"," -393.45 "," -7.02% ",830,90.84,6.34,"3,363.91",37.03,37.03,99.33,29.17,17.06,19.15,89.02,58.60,-,43.02
"Kansai Nerolac Paints",1335,Chemicals,Explore,441.05," -18.75 "," -4.08% ","261,147",46.67,7.37,"24,054.68","4,788.87",515.43,10.62,17.28,-11.29,-1.71,-5.23,23.91,32.90,31.72
"Karnataka Bank",4962,Bank/Finance,,107.15," -5.20 "," -4.63% ","4,787,432",8.55,0.59,"3,036.62","5,500.85","1,901.81",3.00,0.48,-9.72,-2.81,-29.54,3.62,8.65,0.33
"Karur Vysya Bank",4967,Bank/Finance,,84.50," -4.35 "," -4.90% ","2,401,197",27.56,1.06,"6,714.15","5,758.10","2,343.16",3.65,0.54,-9.93,-4.04,-31.48,4.56,9.73,10.99
"Kaveri Seed Company",17700,"Consumer Goods",YES,599.30," -20.30 "," -3.28% ","505,794",18.17,3.22,"3,971.48",763.73,218.55,27.32,20.86,-4.78,3.54,7.74,10.69,14.77,29.01
"KEC International",16548,Engineering,YES,305.10," -1.95 "," -0.64% ","992,052",16.18,3.76,"7,836.05","10,305.98",484.29,4.68,25.69,-3.64,-8.03,-1.87,26.61,63.77,15.35
"Kei Industries",2046,Engineering,YES,360.80," -4.00 "," -1.10% ","476,500",18.91,4.47,"2,822.19","3,556.78",149.26,4.19,27.49,-10.73,-16.44,8.50,52.77,116.67,27.82
"Kennametal India",4463,Engineering,,970.35," -10.35 "," -1.06% ","7,416",40.81,4.86,"2,132.66",790.61,52.26,6.52,5.73,14.49,25.10,56.04,6.39,18.85,14.74
"Kesoram Inds.",2058,General,,67.70," -4.00 "," -5.58% ","183,727",-,1.35,970.33,"3,640.64",-404.33,-10.42,-92.97,-14.56,-22.01,-48.23,-8.92,3.07,-9.95
"Kewal Kiran Clothing",16600,Manufacturing,YES,"1,398.65"," -1.35 "," -0.10% ",433,21.85,4.17,"1,725.51",487.83,78.98,15.61,18.95,-6.35,-2.70,-17.90,-14.16,12.99,24.15
"Khadim India",24024,"consumer Goods",,735.05," -0.95 "," -0.13% ","4,897",34.51,4.74,"1,306.79",763.82,37.87,4.90,16.77,-5.62,-7.60,-,-,-,-
"KIC Metaliks",1972,mines/Mineral,,379.90," -4.10 "," -1.07% ","1,118",15.20,3.39,269.70,648.72,17.74,2.72,7.83,-6.44,40.39,155.57,42.78,-,30.95
"Kirloskar Ferrous Inds.",2095,mines/Mineral,YES,95.40," -5.45 "," -5.40% ","161,711",27.73,2.18,"1,309.92","1,832.25",47.23,2.57,6.48,12.90,6.30,17.06,23.03,39.16,15.19
"Kirloskar Oil Engines",21091,Engineering,,228.05," -13.25 "," -5.49% ","67,629",20.35,1.97,"3,323.23","2,942.61",163.30,5.43,8.96,-9.85,-16.98,-36.19,-12.23,8.97,-
"Kirloskar Pneumatic",2099,Engineering,YES,881.85," -22.30 "," -2.47% ","2,708",20.81,2.44,"1,132.68",648.13,54.43,8.21,11.35,0.21,-0.10,-9.64,21.83,19.99,9.07
"Kitex Garments",2102,Manufacturing,,116.65," -7.35 "," -5.93% ","140,825",10.93,1.44,772.40,549.95,70.64,12.58,14.85,-5.26,-28.92,-47.30,-40.89,21.70,40.72
"KNR Constructions",18249,"Real Estate",YES,203.70," 8.90 "," 4.57% ","212,826",10.23,2.31,"2,848.91","2,007.27",278.51,13.57,24.59,-11.93,-15.60,-4.46,24.25,76.47,33.27
"Kohinoor Foods",3481,"Consumer Goods",,34.30," -3.30 "," -8.78% ","193,560",-,2.18,121.23,614.97,-106.44,-17.21,-50.80,-9.35,-28.33,-53.54,-4.54,0.65,-12.06
"Kolte Patil Developers",18063,"Real Estate",YES,268.60," -7.65 "," -2.77% ","174,651",14.92,1.92,"2,032.60","1,545.46",204.44,13.10,10.32,-4.98,3.23,35.85,17.61,32.74,17.51
"Kotak Mahindra Bank",2118,Bank/Finance,YES,"1,180.20"," -46.70 "," -3.81% ","4,533,128",34.99,4.32,"224,936.38","26,099.30","13,064.44",0.00,2.00,-6.64,-10.19,14.47,21.09,25.78,22.31
"Kothari Products",2123,"Consumer Goods",,111.15," -2.30 "," -2.03% ","5,432",8.39,0.38,332.76,"4,043.35",39.65,0.98,5.88,-2.83,-12.53,-40.08,-5.52,9.91,0.95
